Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
220425,2022,03/17/2023,Meriden,169 SPRINGDALE AVE,223720.0,408000.0,0.5483,Three Family
2200523,2022,01/19/2023,Stamford,27 PARK STREET,390690.0,720000.0,0.5426,Two Family
220246,2022,12/01/2022,Norwalk,8 OAKWOOD AVE UNIT B13,113260.0,226000.0,0.5011,Condo
220069,2022,11/01/2022,Branford,18 TANGLEWOOD DR,278600.0,645000.0,0.4319,Single Family
220098,2022,05/24/2023,Mansfield,16 GRANDVIEW CIR,34200.0,87500.0,0.3908,Single Family
220047,2022,12/12/2022,East Windsor,39 WINTON RD,207530.0,193650.0,1.0716,Single Family
220235,2022,09/21/2023,Seymour,54 BELLEVUE TER,141680.0,352000.0,0.4025,Single Family
2200028,2022,11/21/2022,New Fairfield,6 SOUTHVIEW RD,198200.0,450000.0,0.4404,Single Family
220134,2022,04/19/2023,Windham,55 PROSPECT ST,93430.0,247000.0,0.3782,Two Family
2201560,2022,09/14/2023,Stamford,4 FINNEY LANE UNIT 50,192779.0,217000.0,0.8883,Condo
221926,2022,05/24/2023,Bridgeport,2445 PARK AVE UNIT #22,172590.0,335000.0,0.5151,Condo
220649,2022,06/20/2023,New Haven,779 QUINNIPIAC AV,171990.0,269900.0,0.6372,Two Family
220386,2022,02/02/2023,Milford,14 WOOSTER ST,199380.0,142500.0,1.3992,Single Family
220183,2022,12/13/2022,Torrington,165 CEDAR LN,107830.0,199900.0,0.5394,Single Family
22122,2022,04/17/2023,Tolland,171 PINE HILL RD,357100.0,550000.0,0.6492,Single Family
220130,2022,08/30/2023,Somers,157 HIGHLAND VIEW DRIVE,324000.0,649900.0,0.4985,Single Family
220078,2022,02/06/2023,East Windsor,24B FOLKSTONE,101640.0,104260.0,0.9748,Condo
220215,2022,07/26/2023,Windham,109 SOUTH ST,95980.0,250000.0,0.3839,Single Family
220177,2022,05/08/2023,Plainville,67 OAKWOOD CIRCLE,127540.0,445695.0,0.2861,Condo
220924,2022,09/11/2023,Hartford,83 AMHERST ST,73427.0,316000.0,0.2324,Single Family
220087,2022,12/20/2022,Avon,44 AVONWOOD RD 308C,77450.0,170000.0,0.4555,Condo
22233,2022,06/07/2023,North Haven,339 CLINTONVILLE RD,165420.0,275000.0,0.6015,Single Family
220299,2022,06/29/2023,Vernon,28 BANCROFT RD,151660.0,245000.0,0.619,Single Family
220055,2022,05/31/2023,Woodbridge,38 FOREST GLEN DR,285950.0,630000.0,0.4538,Single Family
220046,2022,10/25/2022,Vernon,171 TRACY DR,189250.0,250000.0,0.757,Single Family
220079,2022,06/01/2023,Thomaston,51 TWIN OAKS DR,157780.0,338500.0,0.4661,Single Family
221433,2022,07/21/2023,Waterbury,76 FOREST RIDGE RD,206173.0,415000.0,0.4968,Single Family
2200748,2022,03/29/2023,Stamford,1278 ROCK RIMMON ROAD,697120.0,632348.75,1.1024,Single Family
220201,2022,12/15/2022,Norwich,30 CLIFF ST,123900.0,319000.0,0.3884,Four Family
220498,2022,03/24/2023,Milford,333 WEST AVE #9,76220.0,168000.0,0.4536,Condo
220226,2022,08/08/2023,Windsor Locks,3 HAYES,50470.0,125000.0,0.4037,Condo
220230,2022,03/21/2023,Newington,19 ROBIN BROOK DR,108090.0,250000.0,0.4324,Condo
220459,2022,03/15/2023,Hartford,37 ALDEN ST 0370,51119.0,175000.0,0.2921,Condo
22003,2022,10/03/2022,Southbury,39 B HERITAGE VILLAGE,51650.0,210000.0,0.2459,Condo
2200203,2022,09/08/2023,Plymouth,104 BURGER ROAD,218330.0,530000.0,0.4119,Single Family
220047,2022,10/25/2022,Southington,238 DEFASION ST,227380.0,400000.0,0.5684,Single Family
221660,2022,02/22/2023,Manchester,275 TIMROD ROAD,210300.0,340000.0,0.6185,Single Family
220051,2022,11/07/2022,Westport,143 IMPERIAL AVENUE,531100.0,1035000.0,0.5131,Single Family
220098,2022,05/25/2023,Brooklyn,361 DAY ST,232100.0,75000.0,3.0947,Single Family
220721,2022,05/17/2023,Norwalk,14 FAIRWEATHER,253270.0,525000.0,0.4824,Single Family
22135,2022,08/14/2023,Burlington,18 TWO BUCK RING,221830.0,550000.0,0.4033,Single Family
220355,2022,02/09/2023,West Haven,98 THOMAS ST,98700.0,180000.0,0.5483,Single Family
221058,2022,07/31/2023,Southington,500 JUDE LN,241000.0,475000.0,0.5073,Single Family
220028,2022,10/18/2022,Shelton,442 WAVERLY RD,412370.0,636000.0,0.6483,Single Family
2200019,2022,10/31/2022,Plymouth,263 LAKE PLYMOUTH BOULEVARD,139790.0,252000.0,0.5547,Single Family
220604,2022,01/23/2023,Waterbury,315 BISHOP ST,50205.0,350000.0,0.1434,Three Family
220261,2022,11/10/2022,Bridgeport,979 HANCOCK AVE #981,164620.0,360000.0,0.4573,Three Family
220571,2022,05/30/2023,New Haven,634 QUINNIPIAC AV #634B,138740.0,260000.0,0.5336,Condo
22001,2022,10/03/2022,Derby,38 COPPOLA TERR,110600.0,250000.0,0.4424,Single Family
220909,2022,09/01/2023,Greenwich,MILBANK AVENUE 0001 UN 3C,962570.0,1700000.0,0.5662,Condo
220102,2022,11/04/2022,Stratford,3699 BROADBRIDGE AVE UNIT 126,38080.0,110000.0,0.3461,Condo
22154,2022,06/29/2023,Thompson,921 QUADDICK TOWN FARM RD,233800.0,510000.0,0.4584,Single Family
220155,2022,12/30/2022,Groton,41 CROWN KNOLL CT S57,74690.0,165000.0,0.4526,Condo
22073,2022,09/12/2023,Marlborough,65 ISLEIB RD,251640.0,601818.0,0.4181,Single Family
220461,2022,04/20/2023,Torrington,17 ALVORD ST,69040.0,90000.0,0.7671,Single Family
220920,2022,09/08/2023,Hartford,18 BRANFORD ST,56815.0,255000.0,0.2228,Single Family
221961,2022,07/24/2023,Manchester,1J THOMPSON ROAD,47400.0,50000.0,0.948,Condo
220601,2022,07/10/2023,Branford,18 HALSTEAD LA,533500.0,1900000.0,0.2807,Single Family
22007,2022,10/06/2022,Stafford,57 HOPYARD RD,219100.0,442000.0,0.4957,Single Family
22054,2022,07/03/2023,Chester,75 CEDAR LAKE RD,382530.0,1214000.0,0.3151,Single Family
220276,2022,01/25/2023,Torrington,44 FARNHAM AVE,101500.0,117000.0,0.8675,Three Family
220247,2022,09/12/2023,Colchester,609 FIELDSTONE CT,129700.0,175000.0,0.7411,Single Family
220637,2022,06/08/2023,Meriden,150 VIEW ST,103320.0,200000.0,0.5166,Single Family
2200068,2022,11/23/2022,East Haven,13 GUILFORD CT,197260.0,269701.0,0.7314,Single Family
220123,2022,09/27/2023,Thomaston,504 HIGH ST EXT,129710.0,173201.0,0.7488,Single Family
220316,2022,05/24/2023,Windsor,28 BECKER CIR,93870.0,120000.0,0.7822,Single Family
2200090,2022,03/13/2023,Plymouth,38 N RIVERSIDE AVENUE,144830.0,260000.0,0.557,Single Family
223452,2022,08/07/2023,Newington,1460 WILLARD AVE,251080.0,419900.0,0.5979,Single Family
2200037,2022,11/01/2022,East Haven,36 PINEHURST DR,152460.0,329000.0,0.4634,Condo
220031,2022,12/06/2022,Portland,1163 PORTLAND COBALT RD,185500.0,280000.0,0.6625,Single Family
2200252,2022,11/16/2022,Stamford,59 COURTLAND AVE # C-8,196320.0,320000.0,0.6135,Condo
22187,2022,07/03/2023,Monroe,58 VALLEY VIEW ROAD,240900.0,625000.0,0.3854,Single Family
221938,2022,07/13/2023,Manchester,1194 MIDDLE TUNRPIKE WEST APT,53700.0,110000.0,0.4881,Condo
220114,2022,02/23/2023,New Canaan,143 HERITAGE HILL RD-#143D,196420.0,325000.0,0.6043,Condo
220285,2022,05/05/2023,New Milford,18 WISHING WELL LN,77070.0,155000.0,0.4972,Condo
220050,2022,11/10/2022,Wethersfield,22 HIGHCREST RD,174110.0,360000.0,0.4836,Single Family
220027,2022,10/12/2022,West Haven,115 WEST WALK,99540.0,235000.0,0.4235,Condo
220474,2022,03/20/2023,Hartford,76 VAN BLOCK AVE 006E,26350.0,56900.0,0.463,Condo
220265,2022,11/15/2022,Waterbury,44 SHARON RD U-2,29963.0,90000.0,0.3329,Condo
220898,2022,08/31/2023,New Haven,206 UPSON TER,216580.0,375000.0,0.5775,Single Family
2200448,2022,07/26/2023,Naugatuck,55-3F PORTER AVE,71750.0,180000.0,0.3986,Condo
223262,2022,04/24/2023,Newington,178 FOREST DR,187040.0,350000.0,0.5344,Single Family
220478,2022,12/27/2022,Waterbury,585 WILSON ST,82248.0,275000.0,0.299,Three Family
222354,2022,08/29/2023,Bridgeport,918C WILLIAM ST,39000.0,96000.0,0.4062,Condo
2200264,2022,04/27/2023,New Milford,37 CANDLEWOOD LK N,166640.0,360000.0,0.4629,Single Family
220247,2022,06/29/2023,Madison,57 ISLAND AVE,532200.0,1215000.0,0.438,Condo
220068,2022,11/08/2022,Newington,157-159 EIGHTH ST,117170.0,290000.0,0.404,Two Family
22072,2022,07/07/2023,Salisbury,75 DUGWAY ROAD,407000.0,675000.0,0.6029,Single Family
220849,2022,08/14/2023,New Haven,135 OLIVE ST #1C,135590.0,300000.0,0.4519,Condo
2201068,2022,06/09/2023,Stamford,1 STRAWBERRY HILL COURT #10G,180440.0,310000.0,0.582,Condo
22017,2022,10/20/2022,Stafford,7 WILLIAMSON RD,117110.0,265000.0,0.4419,Single Family
222003,2022,08/14/2023,Manchester,63 BELL STREET,188000.0,365000.0,0.515,Single Family
220156,2022,08/24/2023,Canton,6 OLD CANTON ROAD,176980.0,375000.0,0.4719,Single Family
220374,2022,03/02/2023,Meriden,265 BROWNSTONE RDG,281680.0,485000.0,0.5807,Single Family
220038,2022,01/03/2023,Oxford,213 CHIP SHOT LANE,248700.0,610000.0,0.4077,Condo
220527,2022,05/08/2023,Norwich,239-241 NORTH MAIN ST,93100.0,272000.0,0.3423,Two Family
2200178,2022,05/10/2023,Bloomfield,11 DOWNING CIR,141120.0,330000.0,0.4276,Single Family
220142,2022,11/23/2022,Norwich,112 OLD POND LN,50200.0,127000.0,0.3952,Condo
22019,2022,10/20/2022,Stafford,10 WEST END ST,72520.0,125000.0,0.5801,Single Family
220168,2022,04/18/2023,Killingly,10 NORTH SHORE RD,122430.0,241000.0,0.508,Single Family
2200020,2022,10/20/2022,New Milford,17 SPRUCE LN,158930.0,175000.0,0.9082,Single Family
220911,2022,09/05/2023,New Haven,72 FREDERICK ST,130970.0,290000.0,0.4516,Single Family
2201238,2022,07/17/2023,Stamford,71 STRAWBERRY HILL AVE # 417,108960.0,195000.0,0.5587,Condo
220264,2022,11/18/2022,Bridgeport,66 NORTHFIELD ST,144600.0,105000.0,1.3771,Single Family
220282,2022,01/26/2023,Torrington,141 LOUIS CIR,74940.0,215000.0,0.3485,Single Family
220117,2022,12/08/2022,Groton,60 WILLIAMS ST,282030.0,500000.0,0.564,Single Family
220267,2022,05/30/2023,New London,15 WEST COIT ST,74970.0,215000.0,0.3486,Two Family
220039,2022,10/19/2022,West Haven,153 BULL HILL LA #309,47880.0,125000.0,0.383,Condo
2200644,2022,03/01/2023,Stamford,65 WILLARD TERRACE,393530.0,661433.0,0.5949,Single Family
220439,2022,03/07/2023,Milford,25 SEA FLOWER RD,261720.0,325000.0,0.8052,Single Family
220251,2022,01/03/2023,West Hartford,53 WHITE AVENUE,220780.0,425000.0,0.5194,Single Family
220156,2022,12/15/2022,Southington,8 MAGNOLIA WAY,321870.0,556715.0,0.5781,Single Family
220061,2022,10/26/2022,Meriden,206 CROWN ST,151690.0,299900.0,0.5058,Three Family
220203,2022,12/28/2022,Greenwich,1035 NORTH STREET,596260.0,1500000.0,0.3975,Single Family
2200015,2022,10/04/2022,Stamford,680 HOPE STREET #5,234185.0,385900.0,0.6068,Condo
220033,2022,10/25/2022,Killingly,220 SNAKE MEADOW RD,129430.0,290000.0,0.4463,Single Family
220181,2022,04/26/2023,East Lyme,185 MAIN ST #201,267960.0,650000.0,0.4122,Single Family
220025,2022,01/04/2023,Bethany,932 LITCHFIELD TPK,133000.0,281000.0,0.4733,Single Family
220429,2022,07/06/2023,Wallingford,53 KONDRACKI LN,152800.0,319000.0,0.479,Single Family
220421,2022,04/05/2023,Greenwich,1525 EAST PUTNAM AVENUE #308,248640.0,525000.0,0.4736,Condo
220398,2022,07/14/2023,Trumbull,70 SUZANNE CIRCLE,269850.0,450000.0,0.5997,Single Family
220022,2022,10/19/2022,Windsor,28 PARK AVE,156800.0,372000.0,0.4215,Single Family
220268,2022,08/21/2023,Plainville,64 NORTHAMPTON LANE,87780.0,169000.0,0.5194,Condo
220017,2022,10/11/2022,Newington,687 CYPRESS RD,100670.0,242000.0,0.4159,Condo
220365,2022,02/27/2023,Meriden,46 MARSHALL RD,121520.0,222000.0,0.5473,Single Family
220408,2022,12/14/2022,Bridgeport,116 MARION ST #118,200570.0,80000.0,2.5071,Two Family
220168,2022,01/09/2023,Groton,7 INDIAN FIELD RD,111370.0,130000.0,0.8566,Single Family
22005,2022,10/12/2022,Canterbury,92 BATES POND RD,84100.0,82500.0,1.0193,Single Family
220707,2022,08/21/2023,Torrington,80 JOSEPH ST,78440.0,235000.0,0.3337,Single Family
220493,2022,08/08/2023,Shelton,39 BRUCE DR,243250.0,444000.0,0.5478,Single Family
220246,2022,06/05/2023,Wethersfield,35 SPRING ST,87200.0,180000.0,0.4844,Condo
2200058,2022,11/17/2022,East Haven,64 SOUNDVIEW AVE,149310.0,225000.0,0.6636,Single Family
220329,2022,02/15/2023,Torrington,443 TORRINGFORD ST,51170.0,111000.0,0.4609,Single Family
2200468,2022,07/03/2023,East Hartford,421 TOLLAND ST UNIT 109,36650.0,99000.0,0.3702,Condo
220040,2022,10/20/2022,Vernon,2 GERALD DR,157090.0,280000.0,0.561,Single Family
22117,2022,04/06/2023,Tolland,57 BELVEDERE DR,105500.0,477500.0,0.2209,Condo
220122,2022,06/26/2023,Canton,28 SWEETHEART MOUNTAIN ROAD,386050.0,705000.0,0.5476,Single Family
220357,2022,02/22/2023,Hamden,37 QUAKER RD,114240.0,300000.0,0.3808,Single Family
221033,2022,05/05/2023,Fairfield,138 SCHOOL STREET,361200.0,80000.0,4.515,Two Family
220006,2022,10/03/2022,Wallingford,49 PARK POND CIR,181200.0,375000.0,0.4832,Single Family
220157,2022,05/03/2023,Windsor Locks,42 ELM ST,185360.0,365000.0,0.5078,Single Family
220958,2022,06/22/2023,Southington,646 OVERLOOK PATH,158270.0,308500.0,0.513,Condo
220053,2022,02/01/2023,Portland,150 SUMMER ST UNIT 14A,121030.0,175000.0,0.6916,Condo
2200255,2022,02/27/2023,East Hartford,71 CROSS DR,155340.0,245000.0,0.634,Single Family
220507,2022,08/22/2023,Wallingford,14 HINTZ DR,174400.0,280000.0,0.6228,Single Family
220003,2022,10/15/2022,Bethlehem,71 JUDSON LN,183200.0,325000.0,0.5636,Single Family
220951,2022,09/18/2023,New Haven,370 GREENWICH AV,101430.0,132800.0,0.7637,Single Family
221365,2022,07/05/2023,Waterbury,58 BENEFIT ST,60003.0,200000.0,0.3,Single Family
220267,2022,08/02/2023,Ledyard,7 WHALEHEAD RD,169820.0,177900.0,0.9545,Single Family
220034,2022,10/26/2022,Killingly,89 COTTAGE ST,91210.0,237500.0,0.384,Three Family
220968,2022,09/25/2023,Hartford,24 MERRILL ST UNIT D1,19073.0,76000.0,0.2509,Condo
220061,2022,10/22/2022,Milford,17 MELBA ST,395530.0,1200000.0,0.3296,Single Family
2200589,2022,09/01/2023,East Hartford,796 FORBES ST,151910.0,335000.0,0.4534,Single Family
220228,2022,08/02/2023,East Hampton,71 SILLIMANVILLE,165150.0,395000.0,0.4181,Single Family
220095,2022,05/31/2023,Woodstock,398 BRICKYARD RD,234800.0,475000.0,0.4943,Single Family
220191,2022,08/16/2023,Clinton,3 HILL VIEW LN,148600.0,472512.0,0.3144,Single Family
2200231,2022,02/09/2023,East Hartford,215 LARABEE ST,121030.0,230000.0,0.5262,Single Family
220813,2022,09/27/2023,West Haven,357 ELM ST,163590.0,24600.0,6.65,Single Family
22000086,2022,12/08/2022,Cheshire,887 MARION RD,141420.0,205000.0,0.6898,Single Family
220159,2022,01/24/2023,Windsor,31 DIANA LN,146580.0,314900.0,0.4654,Single Family
220056,2022,11/02/2022,Newington,63 HAMPTON CT,94250.0,195000.0,0.4833,Condo
220859,2022,09/19/2023,Stratford,576 HOLLISTER STREET,146720.0,430000.0,0.3412,Single Family
220025,2022,10/11/2022,Stratford,435 OVERLAND DRIVE,193830.0,391000.0,0.4957,Single Family
220031,2022,10/19/2022,East Lyme,2 TARRY TOWN LN,316190.0,525000.0,0.6022,Condo
220074,2022,11/02/2022,Norwich,38 HOOPER ST #21,83300.0,690000.0,0.1207,Condo
221437,2022,09/26/2023,Fairfield,71 HITCHING POST LANE,379680.0,425000.0,0.8933,Single Family
22256,2022,06/26/2023,Watertown,269 LINKFIELD ROAD,214300.0,610000.0,0.3513,Condo
220015,2022,10/11/2022,Wethersfield,310 DIX RD,134580.0,335000.0,0.4017,Single Family
220084,2022,05/02/2023,Woodstock,366 BUNGAY HILL RD,275300.0,517500.0,0.5319,Single Family
2200391,2022,06/21/2023,Naugatuck,1078 MAY ST,280210.0,455000.0,0.6158,Single Family
220199,2022,12/19/2022,Stratford,24B HAPPY HOLLOW CIRCLE,155260.0,285000.0,0.5447,Condo
220947,2022,04/06/2023,Waterbury,19 CATHERINE AVE,79945.0,315000.0,0.2537,Three Family
22078,2022,01/12/2023,Monroe,58 GEORGES LANE,290000.0,535000.0,0.542,Single Family
220887,2022,06/29/2023,Norwalk,100 RICHARDS AVE,237050.0,519000.0,0.4567,Condo
220762,2022,05/31/2023,Norwalk,1 AVENUE D,250910.0,685000.0,0.3662,Single Family
220466,2022,04/03/2023,Hamden,128 SCHOOL ST,129220.0,255000.0,0.5067,Single Family
220386,2022,03/15/2023,West Haven,155 BULL HILL LA #302,47880.0,120000.0,0.399,Condo
220146,2022,03/06/2023,East Lyme,4 TUPELO LN #100,241780.0,450000.0,0.5372,Condo
22103,2022,12/20/2022,Watertown,340 BRYANT RD,261900.0,650000.0,0.4029,Single Family
220007,2022,10/12/2022,Wolcott,54 SADDLE RD,211590.0,365000.0,0.5796,Single Family
220513,2022,04/19/2023,Meriden,566 SO CURTIS ST,162190.0,259000.0,0.6262,Single Family
220030,2022,10/17/2022,Fairfield,299 MARLBOROUGH TERRACE,225050.0,403000.0,0.5584,Single Family
220115,2022,11/30/2022,Hartford,36 LIBERTY ST,38515.0,65000.0,0.5925,Single Family
220090,2022,11/07/2022,Norwich,502 EAST MAIN ST,89900.0,149000.0,0.6033,Three Family
221675,2022,09/11/2023,Waterbury,112 LAVAL ST,101308.0,249900.0,0.4053,Single Family
220017,2022,10/07/2022,Enfield,18 MAPLE ST,202300.0,230000.0,0.8796,Two Family
220084,2022,12/22/2022,Killingly,5 COUNTRY CLUB ROAD,138110.0,300000.0,0.4604,Four Family
220011,2022,10/11/2022,Ledyard,5 BITTERSWEET DR,256130.0,480000.0,0.5336,Single Family
220120,2022,12/19/2022,Vernon,56 SUTTON DR,331860.0,495000.0,0.6704,Single Family
221868,2022,06/12/2023,Manchester,63 NILES DRIVE,171700.0,300000.0,0.5723,Single Family
220188,2022,11/01/2022,Waterbury,9 WOODGLEN DR #10,42683.0,115000.0,0.3711,Condo
220076,2022,04/18/2023,Woodstock,11 HILLTOP DR,223900.0,315000.0,0.7108,Single Family
220753,2022,07/17/2023,Greenwich,THE AVENUE 0031,479780.0,1299000.0,0.3693,Single Family
220033,2022,12/21/2022,Prospect,18 ROZUM CIR,164270.0,306000.0,0.5368,Single Family
220642,2022,06/26/2023,West Hartford,20 YALE STREET,171430.0,401120.0,0.4273,Single Family
22046,2022,12/29/2022,Orange,565 AVON DR,190500.0,525000.0,0.3629,Single Family
220013,2022,10/25/2022,Old Lyme,4 BERBERIS DR,340200.0,722000.0,0.4711,Single Family
220407,2022,06/13/2023,Shelton,2 ASHWOOD CIR,280490.0,515000.0,0.5446,Condo
220833,2022,06/16/2023,Norwalk,110 FAWN RIDGE LANE,255290.0,550000.0,0.4641,Condo
220061,2022,06/15/2023,Lisbon,4 PENNY LANE,225130.0,431000.0,0.5223,Single Family
220130,2022,02/16/2023,East Lyme,206 ROXBURY RD,228340.0,425000.0,0.5372,Single Family
220049,2022,01/30/2023,Portland,45 COPPER BEECH LN,145320.0,270000.0,0.5382,Condo
220045,2022,05/08/2023,Woodbridge,102 PEASE RD,327180.0,705000.0,0.464,Single Family
220133,2022,03/16/2023,Ledyard,27 SABLE DR,288050.0,560000.0,0.5143,Single Family
220072,2022,10/31/2022,Meriden,256 WILLIAMS ST,57680.0,388900.0,0.1483,Single Family
22049,2022,03/27/2023,Canterbury,122 WAUREGAN RD,252200.0,580000.0,0.4348,Single Family
220008,2022,10/03/2022,Meriden,22 MORGAN ST,129150.0,279300.0,0.4624,Single Family
221080,2022,08/14/2023,Norwalk,1 CANNON BROOK LANE 1B,416410.0,825000.0,0.5047,Condo
220306,2022,08/24/2023,Madison,16 RIDGEWOOD AVE,312200.0,725000.0,0.4306,Single Family
221024,2022,04/25/2023,Waterbury,350 BRISTOL ST UNIT B06,73113.0,168000.0,0.4351,Condo
220005,2022,11/09/2022,Woodbridge,5 MOHAWK LN,476910.0,850000.0,0.561,Single Family
22034,2022,12/01/2022,Old Saybrook,421 MAIN ST,170500.0,429000.0,0.3974,Single Family
220273,2022,01/19/2023,West Hartford,22 FOX MEADOW LANE,184310.0,305000.0,0.6042,Single Family
220453,2022,08/28/2023,Trumbull,12 THORBURN AVENUE,253120.0,475000.0,0.5329,Single Family
220329,2022,02/08/2023,Meriden,200 GRAVEL ST,141960.0,250000.0,0.5678,Two Family
220152,2022,11/04/2022,Norwalk,12 KNOB HILL RD,423550.0,730000.0,0.5802,Single Family
221000009,2022,10/11/2022,Woodbury,126 SHERMAN HILL #A12,81780.0,175000.0,0.4673,Condo
220819,2022,08/07/2023,New Haven,19 SHELTON AV,115080.0,170000.0,0.6769,Two Family
2222196,2022,08/14/2023,Ansonia,28 N FOURTH ST,100030.0,400000.0,0.2501,Two Family
2200119,2022,05/01/2023,Plymouth,627 MAIN STREET,115920.0,245400.0,0.4723,Single Family
222110,2022,07/03/2023,Bridgeport,89 TREMONT AVE,154960.0,217000.0,0.7141,Single Family
220048,2022,01/30/2023,Somers,516 BILLINGS ROAD,182900.0,225000.0,0.8128,Single Family
220169,2022,04/28/2023,Plainville,31 MACARTHUR RD,147560.0,265000.0,0.5568,Single Family
220062,2022,11/17/2022,Westport,126 OLD ROAD,543000.0,1150000.0,0.4721,Single Family
221714,2022,09/18/2023,Waterbury,16 ROBINCREST DR,111958.0,277000.0,0.4041,Single Family
220309,2022,05/16/2023,Windsor,38 MARBLE FAUN LN,188930.0,344219.0,0.5488,Condo
22068,2022,06/26/2023,Salisbury,78 MAIN STREET,209600.0,427000.0,0.4908,Single Family
22086,2022,07/14/2023,Lebanon,234 COOK HILL RD,264240.0,520000.0,0.5081,Single Family
22083,2022,07/11/2023,Lebanon,281 WATERMAN RD,99280.0,215000.0,0.4617,Single Family
220777,2022,03/01/2023,Waterbury,16 FOURTH ST,447758.0,1100000.0,0.407,Three Family
220156,2022,09/07/2023,Brooklyn,331 TRIPP HOLLOW RD,249100.0,525500.0,0.474,Single Family
221569,2022,12/29/2022,Manchester,127 DEEPWOOD DRIVE,110000.0,215000.0,0.5116,Single Family
220335,2022,03/09/2023,Greenwich,2 HOMESTEAD LANE #409,264390.0,410000.0,0.6448,Condo
220172,2022,11/30/2022,West Hartford,29 CASCADE ROAD,260330.0,366500.0,0.7103,Single Family
220279,2022,08/01/2023,Killingly,70 CUTLER RD,61810.0,88330.0,0.6997,Single Family
220097,2022,05/01/2023,Old Lyme,6 OAKRIDGE DR,259600.0,780000.0,0.3328,Single Family
22369,2022,09/29/2023,Watertown,24 SUNNYSIDE AVE,104900.0,260000.0,0.4034,Single Family
2200304,2022,04/19/2023,Naugatuck,31 DAMSON LA,119000.0,250000.0,0.476,Single Family
220708,2022,07/18/2023,West Hartford,27 WETTLESON AVENUE,369250.0,635000.0,0.5814,Single Family
220123,2022,07/06/2023,Brooklyn,184 TRIPP HOLLOW RD,225700.0,451200.0,0.5002,Single Family
221731,2022,09/22/2023,Waterbury,13 RENA LN,71423.0,166840.0,0.4281,Single Family
220068,2022,03/10/2023,Oxford,923 TILLINGHAST DRIVE,161500.0,694845.0,0.2324,Condo
220277,2022,07/03/2023,Wolcott,106 HICKORY LN,188040.0,392500.0,0.4791,Single Family
220422,2022,03/31/2023,New Haven,48 EDWARDS ST,362670.0,450000.0,0.8059,Three Family
220516,2022,04/17/2023,Meriden,122 GROVE ST,90510.0,152400.0,0.5938,Two Family
2200024,2022,11/30/2022,Westbrook,30 ROBERTS RD,247340.0,385000.0,0.6424,Single Family
220466,2022,12/28/2022,Bridgeport,33 COLUMBIA ST #35,129310.0,230000.0,0.5622,Two Family
220088,2022,10/24/2022,Norwalk,229 EAST ROCKS RD,316030.0,575000.0,0.5496,Single Family
